"","game_str","play_id","player_position","init_pos_x","init_pos_y","init_angle","init_depth","speed_next","launch_angle_next","spray_angle_next","speed","launch_angle","spray_angle","first_fielder","fielding_timestamp","fielding_time","fielding_angle_diff","fielded","fielded_pred"
"1","1900_01_TeamKJ_TeamB",7,3,62.0589,95.7738,32.9421747039451,114.122424771164,125.654714118354,8.50359034013765,21.7080427498999,126.681270929731,8.79460857517141,20.2002221760132,9,120621,3565,12.7419525279319,0,0.23537818655521
"2","1900_01_TeamKJ_TeamB",7,4,35.1849,146.5674,13.4989578640684,150.731482878561,125.654714118354,8.50359034013765,21.7080427498999,126.681270929731,8.79460857517141,20.2002221760132,9,120621,3565,6.70126431194479,0,0.420153809153132
"3","1900_01_TeamKJ_TeamB",7,5,-66.5535,86.1825,-37.6767248383762,108.888895983475,125.654714118354,8.50359034013765,21.7080427498999,126.681270929731,8.79460857517141,20.2002221760132,9,120621,3565,57.8769470143894,0,5.54009946609505e-05
"4","1900_01_TeamKJ_TeamB",7,6,-44.2251,143.1996,-17.1625376185616,149.873229464671,125.654714118354,8.50359034013765,21.7080427498999,126.681270929731,8.79460857517141,20.2002221760132,9,120621,3565,37.3627597945748,0,0.000919340043425825
"5","1900_01_TeamKJ_TeamB",14,4,26.16,139.4949,10.6215226476854,141.926645581476,152.034657624531,4.49662035345502,-22.1251340901443,152.034657624531,9.69321810209007,-18.3550315795536,7,370800,3697,28.976554227239,0,0.00315894856110117
"6","1900_01_TeamKJ_TeamB",14,5,-69.1098,89.601,-37.6432220833205,113.156986779606,152.034657624531,4.49662035345502,-22.1251340901443,152.034657624531,9.69321810209007,-18.3550315795536,7,370800,3697,19.2881905037669,0,0.0329967292304699
"7","1900_01_TeamKJ_TeamB",14,6,4.1544,109.4973,2.17279760246335,109.576082000818,152.034657624531,4.49662035345502,-22.1251340901443,152.034657624531,9.69321810209007,-18.3550315795536,7,370800,3697,20.5278291820169,0,0.0309811480905762
"8","1900_01_TeamKJ_TeamB",23,3,68.1639,98.3058,34.7369110173933,119.62586499938,158.853682897967,0.759684459157918,19.9953122443295,161.612049441871,1.10276400806638,17.0344329532698,9,693953,3202,17.7024780641235,0,0.0640694130951414
"9","1900_01_TeamKJ_TeamB",23,4,46.6293,142.5855,18.1091392627214,150.016387200666,158.853682897967,0.759684459157918,19.9953122443295,161.612049441871,1.10276400806638,17.0344329532698,9,693953,3202,1.07470630945163,0,0.69900639345974
"10","1900_01_TeamKJ_TeamB",23,5,-49.749,72.9165,-34.3046844147522,88.2710539942172,158.853682897967,0.759684459157918,19.9953122443295,161.612049441871,1.10276400806638,17.0344329532698,9,693953,3202,51.339117368022,0,0.000105111135802989
"11","1900_01_TeamKJ_TeamB",23,6,-39.8106,142.6713,-15.591079742961,148.121516722082,158.853682897967,0.759684459157918,19.9953122443295,161.612049441871,1.10276400806638,17.0344329532698,9,693953,3202,32.6255126962308,0,0.00147878463222666
"12","1900_01_TeamKJ_TeamB",24,3,57.1113,66.0171,40.8630363694272,87.2923712594634,58.6800855028334,-37.063990989735,-17.8612294976217,50.3471468148563,-40.957180720869,-26.0205040780931,2,729202,2640,66.8835404475204,0,0.0206068645680403
"13","1900_01_TeamKJ_TeamB",24,4,29.9775,138.4782,12.2148035857452,141.68578750704,58.6800855028334,-37.063990989735,-17.8612294976217,50.3471468148563,-40.957180720869,-26.0205040780931,2,729202,2640,38.2353076638383,0,0.0853204595849873
"14","1900_01_TeamKJ_TeamB",24,5,-56.0058,85.146,-33.3353976189328,101.914135180749,58.6800855028334,-37.063990989735,-17.8612294976217,50.3471468148563,-40.957180720869,-26.0205040780931,2,729202,2640,7.31489354083971,0,0.840092045507953
"15","1900_01_TeamKJ_TeamB",24,6,-34.3113,136.2663,-14.1330488875384,140.519642126572,58.6800855028334,-37.063990989735,-17.8612294976217,50.3471468148563,-40.957180720869,-26.0205040780931,2,729202,2640,11.8874551905548,0,0.696501050255956
"16","1900_01_TeamKJ_TeamB",26,3,45.6363,70.4151,32.9474292942542,83.910417623201,11.0082791608396,57.5184440338816,1.80578351431783,165.164688818688,-11.2566952818906,1.6334450961173,1,832739,1650,31.3139841981369,0,0.0111234921518298
"17","1900_01_TeamKJ_TeamB",26,4,29.5518,128.3427,12.9667467752684,131.701015662485,11.0082791608396,57.5184440338816,1.80578351431783,165.164688818688,-11.2566952818906,1.6334450961173,1,832739,1650,11.3333016791511,0,0.305192829311788
"18","1900_01_TeamKJ_TeamB",26,5,-44.7099,61.8549,-35.8601200048164,76.321712585738,11.0082791608396,57.5184440338816,1.80578351431783,165.164688818688,-11.2566952818906,1.6334450961173,1,832739,1650,37.4935651009337,0,0.00372394795391662
"19","1900_01_TeamKJ_TeamB",26,6,-24.7926,131.7,-10.6611935559275,134.013294171735,11.0082791608396,57.5184440338816,1.80578351431783,165.164688818688,-11.2566952818906,1.6334450961173,1,832739,1650,12.2946386520448,0,0.256383642815817
"20","1900_01_TeamKJ_TeamB",27,3,53.8947,97.2882,28.9851176942162,111.218849784243,28.8707667363052,-1.0053472597736,12.7615147934846,22.1042367953699,-3.45199205829482,17.5290394057415,4,884062,5842,11.4560782884746,0,0.275354107531804
"21","1900_01_TeamKJ_TeamB",27,4,32.3934,148.5471,12.3018021108194,152.038065240156,28.8707667363052,-1.0053472597736,12.7615147934846,22.1042367953699,-3.45199205829482,17.5290394057415,4,884062,5842,5.22723729492209,1,0.315242048070949
"22","1900_01_TeamKJ_TeamB",27,5,-62.8665,85.1808,-36.4286622738422,105.867679255238,28.8707667363052,-1.0053472597736,12.7615147934846,22.1042367953699,-3.45199205829482,17.5290394057415,4,884062,5842,53.9577016795837,0,0.0212841185495487
"23","1900_01_TeamKJ_TeamB",27,6,-43.4703,140.2635,-17.2191932130623,146.845212432479,28.8707667363052,-1.0053472597736,12.7615147934846,22.1042367953699,-3.45199205829482,17.5290394057415,4,884062,5842,34.7482326188039,0,0.0335991890913513
"24","1900_01_TeamKJ_TeamB",42,3,70.2333,96.9699,35.9150396456968,119.732526637084,180.057087420872,-2.84502219530203,-6.22109847722493,160,-10.8298608559685,-8.10515878957729,6,1363362,2013,44.0201984352741,0,0.000396420819061519
"25","1900_01_TeamKJ_TeamB",42,4,42.5556,143.8326,16.4818496016484,149.995986326701,180.057087420872,-2.84502219530203,-6.22109847722493,160,-10.8298608559685,-8.10515878957729,6,1363362,2013,24.5870083912257,0,0.0167808929631565
"26","1900_01_TeamKJ_TeamB",42,5,-56.6751,100.6668,-29.3793778051293,115.524333290654,180.057087420872,-2.84502219530203,-6.22109847722493,160,-10.8298608559685,-8.10515878957729,6,1363362,2013,21.274219015552,0,0.0564818222674923
"27","1900_01_TeamKJ_TeamB",42,6,-33.7851,147.8289,-12.8733945434849,151.640418943038,180.057087420872,-2.84502219530203,-6.22109847722493,160,-10.8298608559685,-8.10515878957729,6,1363362,2013,4.76823575390761,1,0.630437938638328
"28","1900_01_TeamKJ_TeamB",45,3,62.2419,98.9265,32.1770016692507,116.878169552145,144.589492880521,-1.65549525499724,-2.5626387543271,144.589492880521,2.44160584775481,-4.30458221986497,8,1430825,3763,36.4815838891157,0,0.00180356159503495
"29","1900_01_TeamKJ_TeamB",45,4,32.6181,146.0451,12.5899681089684,149.643281444975,144.589492880521,-1.65549525499724,-2.5626387543271,144.589492880521,2.44160584775481,-4.30458221986497,8,1430825,3763,16.8945503288333,0,0.0524418862061128
"30","1900_01_TeamKJ_TeamB",45,5,-64.3041,79.9875,-38.7967363776492,102.630489782813,144.589492880521,-1.65549525499724,-2.5626387543271,144.589492880521,2.44160584775481,-4.30458221986497,8,1430825,3763,34.4921541577842,0,0.00360351168107886
"31","1900_01_TeamKJ_TeamB",45,6,-48.3693,140.205,-19.0339139568976,148.313961606755,144.589492880521,-1.65549525499724,-2.5626387543271,144.589492880521,2.44160584775481,-4.30458221986497,8,1430825,3763,14.7293317370326,0,0.0825732498310024
"32","1900_01_TeamKJ_TeamB",50,3,59.9751,99.879,30.9838722902106,116.502477488721,72.5378770180172,21.0873481623462,-9.09592176666955,72.5378770180172,-9.57750725070771,-8.33909717126303,6,1713052,2113,39.3229694614736,0,0.0167583012906684
"33","1900_01_TeamKJ_TeamB",50,4,37.7475,146.7267,14.4272842469737,151.504449601786,72.5378770180172,21.0873481623462,-9.09592176666955,72.5378770180172,-9.57750725070771,-8.33909717126303,6,1713052,2113,22.7663814182367,0,0.0825199841646034
"34","1900_01_TeamKJ_TeamB",50,5,-69.9246,91.5393,-37.3753117624605,115.190681609451,72.5378770180172,21.0873481623462,-9.09592176666955,72.5378770180172,-9.57750725070771,-8.33909717126303,6,1713052,2113,29.0362145911975,0,0.0633233425176221
"35","1900_01_TeamKJ_TeamB",50,6,-43.4724,141.6798,-17.0578753149603,148.199241866482,72.5378770180172,21.0873481623462,-9.09592176666955,72.5378770180172,-9.57750725070771,-8.33909717126303,6,1713052,2113,8.71877814369731,1,0.427646567997096
"36","1900_01_TeamKJ_TeamB",55,3,66.9561,95.1681,35.1285376091957,116.361877712677,197.535793258813,-3.94632153320042,11.7752857623667,160,-14.0041594238665,14.7612092965334,4,1824378,2178,20.3673283126622,0,0.0772771650460343
"37","1900_01_TeamKJ_TeamB",55,4,45.7944,142.4676,17.8193419441326,149.646731073953,197.535793258813,-3.94632153320042,11.7752857623667,160,-14.0041594238665,14.7612092965334,4,1824378,2178,3.05813264759912,1,0.74934417511513
"38","1900_01_TeamKJ_TeamB",55,5,-56.7972,84.756,-33.8270678598342,102.026964395889,197.535793258813,-3.94632153320042,11.7752857623667,160,-14.0041594238665,14.7612092965334,4,1824378,2178,48.5882771563677,0,0.00027702875930082
"39","1900_01_TeamKJ_TeamB",55,6,-37.9572,143.8059,-14.7858626356072,148.730917789981,197.535793258813,-3.94632153320042,11.7752857623667,160,-14.0041594238665,14.7612092965334,4,1824378,2178,29.5470719321406,0,0.00636081072658361
"40","1900_01_TeamKJ_TeamB",57,3,69.1608,96.0057,35.7683077249169,118.322908555909,177.232505489118,-2.88058432743587,17.5812676487793,160,-2.8805834362445,17.1979734544061,4,1876724,1452,18.5703342705108,0,0.0579094087809534
"41","1900_01_TeamKJ_TeamB",57,4,49.5495,140.5527,19.4192486066317,149.030917690055,177.232505489118,-2.88058432743587,17.5812676487793,160,-2.8805834362445,17.1979734544061,4,1876724,1452,2.22127515222568,1,0.68186390840589
"42","1900_01_TeamKJ_TeamB",57,5,-50.97,79.1124,-32.7925987192844,94.1101096256932,177.232505489118,-2.88058432743587,17.5812676487793,160,-2.8805834362445,17.1979734544061,4,1876724,1452,49.9905721736905,0,0.000151888328874453
"43","1900_01_TeamKJ_TeamB",57,6,-36.2688,141.9078,-14.3367518102924,146.469278534033,177.232505489118,-2.88058432743587,17.5812676487793,160,-2.8805834362445,17.1979734544061,4,1876724,1452,31.5347252646984,0,0.00247263789028802
"44","1900_01_TeamKJ_TeamB",62,3,68.1639,92.751,36.3126436404567,115.104584027788,133.434577896857,0.660063860872907,3.57961318348548,135.279771153972,0.958178884928169,6.05356077313835,8,2068880,4060,30.2590828673184,0,0.00862636557366857
"45","1900_01_TeamKJ_TeamB",62,4,44.6676,142.527,17.4008586171123,149.362445811389,133.434577896857,0.660063860872907,3.57961318348548,135.279771153972,0.958178884928169,6.05356077313835,8,2068880,4060,11.3472978439739,0,0.172517054668972
"46","1900_01_TeamKJ_TeamB",62,5,-54.4947,88.0068,-31.7662101552828,103.512652242757,133.434577896857,0.660063860872907,3.57961318348548,135.279771153972,0.958178884928169,6.05356077313835,8,2068880,4060,37.8197709284211,0,0.00262573138484225
"47","1900_01_TeamKJ_TeamB",62,6,-37.1415,144.5436,-14.4107880891093,149.239215098479,133.434577896857,0.660063860872907,3.57961318348548,135.279771153972,0.958178884928169,6.05356077313835,8,2068880,4060,20.4643488622477,0,0.0346194840729715
"48","1900_01_TeamKJ_TeamB",65,3,59.6556,62.6589,43.5934468457135,86.5154804677752,98.4732611214884,5.46510095659532,-8.124901765662,98.4732611214884,-7.50002786062515,-8.64689575948707,6,2191329,1783,52.2403426052006,0,0.00219611679415528
"49","1900_01_TeamKJ_TeamB",65,4,27.8604,135.7491,11.598020161284,138.578569912415,98.4732611214884,5.46510095659532,-8.124901765662,98.4732611214884,-7.50002786062515,-8.64689575948707,6,2191329,1783,20.2449159207711,0,0.094282516904825
"50","1900_01_TeamKJ_TeamB",65,5,-55.4412,77.7933,-35.4764537606962,95.5276095290257,98.4732611214884,5.46510095659532,-8.124901765662,98.4732611214884,-7.50002786062515,-8.64689575948707,6,2191329,1783,26.8295580012091,0,0.0661153381151344
"51","1900_01_TeamKJ_TeamB",65,6,-32.0631,130.9752,-13.7556430526465,134.842669050453,98.4732611214884,5.46510095659532,-8.124901765662,98.4732611214884,-7.50002786062515,-8.64689575948707,6,2191329,1783,5.10874729315939,1,0.723499021582457
"52","1900_01_TeamKJ_TeamB",66,3,61.8795,86.5524,35.562373591448,106.397323584806,122.024823725061,-2.88634900107067,-3.97683415224887,122.025277367993,-2.88633828888275,-6.85025864995201,5,2320808,2212,42.4126322414,0,0.00197028610223464
"53","1900_01_TeamKJ_TeamB",66,4,43.161,138.3291,17.3287977728554,144.90621735388,122.024823725061,-2.88634900107067,-3.97683415224887,122.025277367993,-2.88633828888275,-6.85025864995201,5,2320808,2212,24.1790564228074,0,0.0258238817175999
"54","1900_01_TeamKJ_TeamB",66,5,-46.1247,64.7502,-35.4641096637371,79.4989078549511,122.024823725061,-2.88634900107067,-3.97683415224887,122.025277367993,-2.88633828888275,-6.85025864995201,5,2320808,2212,28.6138510137851,1,0.0343125356654201
