"","player_position","depth","field_x","field_y","2b_range","babip"
"1",3,119.489028551423,65,100.262794416288,-2,0.328605621309682
"2",4,221.834323185801,82.3646866279702,205.977001968615,-2,0.328605621309682
"3",5,150.092845756837,-25.9847626095481,147.826433561495,-2,0.328605621309682
"4",6,151.148902085793,42.4712384601345,145.059244811915,-2,0.328605621309682
"5",7,274.959620300227,-91.4378762898036,259.310446328827,-2,0.328605621309682
"6",8,331.299660348913,7.46158454560835,331.215624183663,-2,0.328605621309682
"7",9,327.399845661943,126.421194023556,302.007186406421,-2,0.328605621309682
"8",3,119.489028551423,65,100.262794416288,-1.5,0.318515951976768
"9",4,160.770911884674,67.3646866279702,145.977001968615,-1.5,0.318515951976768
"10",5,151.03876976949,-30.9847626095481,147.826433561495,-1.5,0.318515951976768
"11",6,163.319757460313,32.4712384601345,160.059244811915,-1.5,0.318515951976768
"12",7,274.959620300227,-91.4378762898036,259.310446328827,-1.5,0.318515951976768
"13",8,331.299660348913,7.46158454560835,331.215624183663,-1.5,0.318515951976768
"14",9,311.634772461348,121.421194023556,287.007186406421,-1.5,0.318515951976768
"15",3,119.489028551423,65,100.262794416288,-1,0.3268439503396
"16",4,166.191252522636,57.3646866279702,155.977001968615,-1,0.3268439503396
"17",5,151.653671707111,-50.9847626095481,142.826433561495,-1,0.3268439503396
"18",6,170.223283219796,7.47123846013449,170.059244811915,-1,0.3268439503396
"19",7,274.959620300227,-91.4378762898036,259.310446328827,-1,0.3268439503396
"20",8,331.299660348913,7.46158454560835,331.215624183663,-1,0.3268439503396
"21",9,311.634772461348,121.421194023556,287.007186406421,-1,0.3268439503396
"22",3,119.489028551423,65,100.262794416288,-0.5,0.306748006726333
"23",4,150.388082937793,52.3646866279702,140.977001968615,-0.5,0.306748006726333
"24",5,151.653671707111,-50.9847626095481,142.826433561495,-0.5,0.306748006726333
"25",6,170.223283219796,7.47123846013449,170.059244811915,-0.5,0.306748006726333
"26",7,274.959620300227,-91.4378762898036,259.310446328827,-0.5,0.306748006726333
"27",8,331.299660348913,7.46158454560835,331.215624183663,-0.5,0.306748006726333
"28",9,311.634772461348,121.421194023556,287.007186406421,-0.5,0.306748006726333
"29",3,125.210334813716,75,100.262794416288,0,0.289194818604306
"30",4,150.388082937793,52.3646866279702,140.977001968615,0,0.289194818604306
"31",5,148.590514132152,-40.9847626095481,142.826433561495,0,0.289194818604306
"32",6,180.214181035692,7.47123846013449,180.059244811915,0,0.289194818604306
"33",7,274.959620300227,-91.4378762898036,259.310446328827,0,0.289194818604306
"34",8,331.299660348913,7.46158454560835,331.215624183663,0,0.289194818604306
"35",9,311.634772461348,121.421194023556,287.007186406421,0,0.289194818604306
"36",3,125.210334813716,75,100.262794416288,0.5,0.269012278287132
"37",4,150.388082937793,52.3646866279702,140.977001968615,0.5,0.269012278287132
"38",5,148.590514132152,-40.9847626095481,142.826433561495,0.5,0.269012278287132
"39",6,180.214181035692,7.47123846013449,180.059244811915,0.5,0.269012278287132
"40",7,274.959620300227,-91.4378762898036,259.310446328827,0.5,0.269012278287132
"41",8,331.299660348913,7.46158454560835,331.215624183663,0.5,0.269012278287132
"42",9,311.634772461348,121.421194023556,287.007186406421,0.5,0.269012278287132
"43",3,125.210334813716,75,100.262794416288,1,0.25551800191376
"44",4,150.388082937793,52.3646866279702,140.977001968615,1,0.25551800191376
"45",5,151.653671707111,-50.9847626095481,142.826433561495,1,0.25551800191376
"46",6,175.221064499797,-7.52876153986551,175.059244811915,1,0.25551800191376
"47",7,274.959620300227,-91.4378762898036,259.310446328827,1,0.25551800191376
"48",8,331.299660348913,7.46158454560835,331.215624183663,1,0.25551800191376
"49",9,311.634772461348,121.421194023556,287.007186406421,1,0.25551800191376
"50",3,125.210334813716,75,100.262794416288,1.5,0.237469138805721
"51",4,150.388082937793,52.3646866279702,140.977001968615,1.5,0.237469138805721
"52",5,151.653671707111,-50.9847626095481,142.826433561495,1.5,0.237469138805721
"53",6,175.221064499797,-7.52876153986551,175.059244811915,1.5,0.237469138805721
"54",7,274.959620300227,-91.4378762898036,259.310446328827,1.5,0.237469138805721
"55",8,331.299660348913,7.46158454560835,331.215624183663,1.5,0.237469138805721
"56",9,311.634772461348,121.421194023556,287.007186406421,1.5,0.237469138805721
"57",3,125.210334813716,75,100.262794416288,2,0.230933600615507
"58",4,152.000170318428,42.3646866279702,145.977001968615,2,0.230933600615507
"59",5,146.95431877503,-50.9847626095481,137.826433561495,2,0.230933600615507
"60",6,175.934637508478,-17.5287615398655,175.059244811915,2,0.230933600615507
"61",7,274.959620300227,-91.4378762898036,259.310446328827,2,0.230933600615507
"62",8,331.299660348913,7.46158454560835,331.215624183663,2,0.230933600615507
"63",9,311.634772461348,121.421194023556,287.007186406421,2,0.230933600615507
