"","player_position","depth","field_x","field_y","gb_pull","babip"
"1",3,119.489028551423,65,100.262794416288,0.330983541829178,0.29475533093488
"2",4,159.299397624863,32.3646866279702,155.977001968615,0.330983541829178,0.29475533093488
"3",5,219.882633395345,-95.9847626095481,197.826433561495,0.330983541829178,0.29475533093488
"4",6,151.079563259376,-17.5287615398655,150.059244811915,0.330983541829178,0.29475533093488
"5",7,325.826068293698,-116.437876289804,304.310446328827,0.330983541829178,0.29475533093488
"6",8,316.303645603074,7.46158454560835,316.215624183663,0.330983541829178,0.29475533093488
"7",9,264.833972210331,81.4211940235559,252.007186406421,0.330983541829178,0.29475533093488
"8",3,119.489028551423,65,100.262794416288,0.436906270568703,0.300545299427951
"9",4,151.972324668404,17.3646866279702,150.977001968615,0.436906270568703,0.300545299427951
"10",5,161.884660657363,-65.9847626095481,147.826433561495,0.436906270568703,0.300545299427951
"11",6,168.233987723043,-32.5287615398655,165.059244811915,0.436906270568703,0.300545299427951
"12",7,316.506584217695,-116.437876289804,294.310446328827,0.436906270568703,0.300545299427951
"13",8,326.30094806094,7.46158454560835,326.215624183663,0.436906270568703,0.300545299427951
"14",9,264.833972210331,81.4211940235559,252.007186406421,0.436906270568703,0.300545299427951
"15",3,116.844460477007,60,100.262794416288,0.527643009731783,0.290213841495826
"16",4,156.150772499676,7.36468662797019,155.977001968615,0.527643009731783,0.290213841495826
"17",5,151.653671707111,-50.9847626095481,142.826433561495,0.527643009731783,0.290213841495826
"18",6,172.272979477101,-27.5287615398655,170.059244811915,0.527643009731783,0.290213841495826
"19",7,316.506584217695,-116.437876289804,294.310446328827,0.527643009731783,0.290213841495826
"20",8,326.30094806094,7.46158454560835,326.215624183663,0.527643009731783,0.290213841495826
"21",9,264.833972210331,81.4211940235559,252.007186406421,0.527643009731783,0.290213841495826
"22",3,114.357456880445,55,100.262794416288,0.604025290169466,0.287432547256979
"23",4,156.150772499676,7.36468662797019,155.977001968615,0.604025290169466,0.287432547256979
"24",5,150.715848731393,-60.9847626095481,137.826433561495,0.604025290169466,0.287432547256979
"25",6,168.233987723043,-32.5287615398655,165.059244811915,0.604025290169466,0.287432547256979
"26",7,316.506584217695,-116.437876289804,294.310446328827,0.604025290169466,0.287432547256979
"27",8,326.30094806094,7.46158454560835,326.215624183663,0.604025290169466,0.287432547256979
"28",9,264.833972210331,81.4211940235559,252.007186406421,0.604025290169466,0.287432547256979
"29",3,112.038510986905,50,100.262794416288,0.719522753097776,0.292251380222583
"30",4,166.140313565425,7.36468662797019,165.977001968615,0.719522753097776,0.292251380222583
"31",5,146.213657500882,-70.9847626095481,127.826433561495,0.719522753097776,0.292251380222583
"32",6,155.969460188964,-42.5287615398655,150.059244811915,0.719522753097776,0.292251380222583
"33",7,311.157462472576,-126.437876289804,284.310446328827,0.719522753097776,0.292251380222583
"34",8,326.456498363326,-12.5384154543917,326.215624183663,0.719522753097776,0.292251380222583
"35",9,274.366864917815,81.4211940235559,262.007186406421,0.719522753097776,0.292251380222583
"36",3,112.038510986905,50,100.262794416288,0.804371122668685,0.292004442246585
"37",4,156.150772499676,7.36468662797019,155.977001968615,0.804371122668685,0.292004442246585
"38",5,147.121937712773,-80.9847626095481,122.826433561495,0.804371122668685,0.292004442246585
"39",6,154.277202769285,-52.5287615398655,145.059244811915,0.804371122668685,0.292004442246585
"40",7,316.506584217695,-116.437876289804,294.310446328827,0.804371122668685,0.292004442246585
"41",8,326.30094806094,7.46158454560835,326.215624183663,0.804371122668685,0.292004442246585
"42",9,264.833972210331,81.4211940235559,252.007186406421,0.804371122668685,0.292004442246585
"43",3,112.038510986905,50,100.262794416288,0.899338926352679,0.281124604599411
"44",4,166.152529901831,-7.63531337202981,165.977001968615,0.899338926352679,0.281124604599411
"45",5,145.864484528763,-85.9847626095481,117.826433561495,0.899338926352679,0.281124604599411
"46",6,154.277202769285,-52.5287615398655,145.059244811915,0.899338926352679,0.281124604599411
"47",7,310.030538216749,-111.437876289804,289.310446328827,0.899338926352679,0.281124604599411
"48",8,316.303645603074,7.46158454560835,316.215624183663,0.899338926352679,0.281124604599411
"49",9,260.080681659823,81.4211940235559,247.007186406421,0.899338926352679,0.281124604599411
