"","player_position","depth","field_x","field_y","fb_pull","babip"
"1",3,114.357456880445,55,100.262794416288,0.207456360143657,0.269662821747169
"2",4,156.150772499676,7.36468662797019,155.977001968615,0.207456360143657,0.269662821747169
"3",5,150.604442083891,-70.9847626095481,132.826433561495,0.207456360143657,0.269662821747169
"4",6,155.969460188964,-42.5287615398655,150.059244811915,0.207456360143657,0.269662821747169
"5",7,244.33641339497,3.56212371019643,244.310446328827,0.207456360143657,0.269662821747169
"6",8,351.294876015366,7.46158454560835,351.215624183663,0.207456360143657,0.269662821747169
"7",9,284.246020592463,121.421194023556,257.007186406421,0.207456360143657,0.269662821747169
"8",3,114.357456880445,55,100.262794416288,0.30704165988141,0.282424466389035
"9",4,166.140313565425,7.36468662797019,165.977001968615,0.30704165988141,0.282424466389035
"10",5,150.604442083891,-70.9847626095481,132.826433561495,0.30704165988141,0.282424466389035
"11",6,155.969460188964,-42.5287615398655,150.059244811915,0.30704165988141,0.282424466389035
"12",7,327.204112601771,-71.4378762898036,319.310446328827,0.30704165988141,0.282424466389035
"13",8,328.359564773443,37.4615845456083,326.215624183663,0.30704165988141,0.282424466389035
"14",9,268.554226721947,116.421194023556,242.007186406421,0.30704165988141,0.282424466389035
"15",3,114.357456880445,55,100.262794416288,0.392114218218293,0.292134325043702
"16",4,156.940617702381,17.3646866279702,155.977001968615,0.392114218218293,0.292134325043702
"17",5,146.213657500882,-70.9847626095481,127.826433561495,0.392114218218293,0.292134325043702
"18",6,155.969460188964,-42.5287615398655,150.059244811915,0.392114218218293,0.292134325043702
"19",7,316.032254726867,-101.437876289804,299.310446328827,0.392114218218293,0.292134325043702
"20",8,326.682629468389,17.4615845456083,326.215624183663,0.392114218218293,0.292134325043702
"21",9,268.957284106261,106.421194023556,247.007186406421,0.392114218218293,0.292134325043702
"22",3,112.038510986905,50,100.262794416288,0.517450159061862,0.292251380222583
"23",4,166.140313565425,7.36468662797019,165.977001968615,0.517450159061862,0.292251380222583
"24",5,146.213657500882,-70.9847626095481,127.826433561495,0.517450159061862,0.292251380222583
"25",6,155.969460188964,-42.5287615398655,150.059244811915,0.517450159061862,0.292251380222583
"26",7,311.157462472576,-126.437876289804,284.310446328827,0.517450159061862,0.292251380222583
"27",8,326.456498363326,-12.5384154543917,326.215624183663,0.517450159061862,0.292251380222583
"28",9,274.366864917815,81.4211940235559,262.007186406421,0.517450159061862,0.292251380222583
"29",3,112.038510986905,50,100.262794416288,0.573003184000156,0.294333156946283
"30",4,156.150772499676,7.36468662797019,155.977001968615,0.573003184000156,0.294333156946283
"31",5,147.121937712773,-80.9847626095481,122.826433561495,0.573003184000156,0.294333156946283
"32",6,151.165075541667,-42.5287615398655,145.059244811915,0.573003184000156,0.294333156946283
"33",7,313.222517094909,-131.437876289804,284.310446328827,0.573003184000156,0.294333156946283
"34",8,326.686745182886,-17.5384154543917,326.215624183663,0.573003184000156,0.294333156946283
"35",9,275.144712121073,66.4211940235559,267.007186406421,0.573003184000156,0.294333156946283
"36",3,112.038510986905,50,100.262794416288,0.687244791265395,0.287506100725064
"37",4,156.150772499676,7.36468662797019,155.977001968615,0.687244791265395,0.287506100725064
"38",5,147.121937712773,-80.9847626095481,122.826433561495,0.687244791265395,0.287506100725064
"39",6,151.165075541667,-42.5287615398655,145.059244811915,0.687244791265395,0.287506100725064
"40",7,301.899669738647,-136.437876289804,269.310446328827,0.687244791265395,0.287506100725064
"41",8,333.336050162895,-37.5384154543917,331.215624183663,0.687244791265395,0.287506100725064
"42",9,263.335993024576,26.4211940235559,262.007186406421,0.687244791265395,0.287506100725064
"43",3,114.357456880445,55,100.262794416288,0.761198938759401,0.268142273596329
"44",4,156.150772499676,7.36468662797019,155.977001968615,0.761198938759401,0.268142273596329
"45",5,150.604442083891,-70.9847626095481,132.826433561495,0.761198938759401,0.268142273596329
"46",6,155.969460188964,-42.5287615398655,150.059244811915,0.761198938759401,0.268142273596329
"47",7,313.079859265617,-141.437876289804,279.310446328827,0.761198938759401,0.268142273596329
"48",8,337.341533569392,-27.5384154543917,336.215624183663,0.761198938759401,0.268142273596329
"49",9,239.374064215595,-33.5788059764441,237.007186406421,0.761198938759401,0.268142273596329
