"","player_position","depth","field_x","field_y","3b_range","babip"
"1",3,114.357456880445,55,100.262794416288,-2,0.35257344122132
"2",4,156.150772499676,7.36468662797019,155.977001968615,-2,0.35257344122132
"3",5,116.857106290035,-70.9847626095481,92.8264335614949,-2,0.35257344122132
"4",6,149.585637165458,-52.5287615398655,140.059244811915,-2,0.35257344122132
"5",7,319.382440897341,-111.437876289804,299.310446328827,-2,0.35257344122132
"6",8,321.302275845708,7.46158454560835,321.215624183663,-2,0.35257344122132
"7",9,265.159568549477,96.4211940235559,247.007186406421,-2,0.35257344122132
"8",3,114.357456880445,55,100.262794416288,-1.5,0.343642065703581
"9",4,156.150772499676,7.36468662797019,155.977001968615,-1.5,0.343642065703581
"10",5,124.948437211957,-70.9847626095481,102.826433561495,-1.5,0.343642065703581
"11",6,149.585637165458,-52.5287615398655,140.059244811915,-1.5,0.343642065703581
"12",7,319.382440897341,-111.437876289804,299.310446328827,-1.5,0.343642065703581
"13",8,321.302275845708,7.46158454560835,321.215624183663,-1.5,0.343642065703581
"14",9,265.159568549477,96.4211940235559,247.007186406421,-1.5,0.343642065703581
"15",3,114.357456880445,55,100.262794416288,-1,0.331352862590062
"16",4,156.150772499676,7.36468662797019,155.977001968615,-1,0.331352862590062
"17",5,129.094447197877,-70.9847626095481,107.826433561495,-1,0.331352862590062
"18",6,149.585637165458,-52.5287615398655,140.059244811915,-1,0.331352862590062
"19",7,319.382440897341,-111.437876289804,299.310446328827,-1,0.331352862590062
"20",8,321.302275845708,7.46158454560835,321.215624183663,-1,0.331352862590062
"21",9,265.159568549477,96.4211940235559,247.007186406421,-1,0.331352862590062
"22",3,114.357456880445,55,100.262794416288,-0.5,0.316829188130888
"23",4,156.150772499676,7.36468662797019,155.977001968615,-0.5,0.316829188130888
"24",5,140.202541327362,-75.9847626095481,117.826433561495,-0.5,0.316829188130888
"25",6,154.277202769285,-52.5287615398655,145.059244811915,-0.5,0.316829188130888
"26",7,319.382440897341,-111.437876289804,299.310446328827,-0.5,0.316829188130888
"27",8,321.302275845708,7.46158454560835,321.215624183663,-0.5,0.316829188130888
"28",9,265.159568549477,96.4211940235559,247.007186406421,-0.5,0.316829188130888
"29",3,114.357456880445,55,100.262794416288,0,0.293237082320305
"30",4,166.140313565425,7.36468662797019,165.977001968615,0,0.293237082320305
"31",5,146.213657500882,-70.9847626095481,127.826433561495,0,0.293237082320305
"32",6,155.969460188964,-42.5287615398655,150.059244811915,0,0.293237082320305
"33",7,319.382440897341,-111.437876289804,299.310446328827,0,0.293237082320305
"34",8,326.453556499121,12.4615845456083,326.215624183663,0,0.293237082320305
"35",9,269.823402723724,96.4211940235559,252.007186406421,0,0.293237082320305
"36",3,114.357456880445,55,100.262794416288,0.5,0.274315632169363
"37",4,156.940617702381,17.3646866279702,155.977001968615,0.5,0.274315632169363
"38",5,150.604442083891,-70.9847626095481,132.826433561495,0.5,0.274315632169363
"39",6,155.969460188964,-42.5287615398655,150.059244811915,0.5,0.274315632169363
"40",7,319.382440897341,-111.437876289804,299.310446328827,0.5,0.274315632169363
"41",8,321.302275845708,7.46158454560835,321.215624183663,0.5,0.274315632169363
"42",9,265.159568549477,96.4211940235559,247.007186406421,0.5,0.274315632169363
"43",3,114.357456880445,55,100.262794416288,1,0.254872116091648
"44",4,151.972324668404,17.3646866279702,150.977001968615,1,0.254872116091648
"45",5,150.604442083891,-70.9847626095481,132.826433561495,1,0.254872116091648
"46",6,168.233987723043,-32.5287615398655,165.059244811915,1,0.254872116091648
"47",7,319.382440897341,-111.437876289804,299.310446328827,1,0.254872116091648
"48",8,326.453556499121,12.4615845456083,326.215624183663,1,0.254872116091648
"49",9,265.159568549477,96.4211940235559,247.007186406421,1,0.254872116091648
"50",3,116.844460477007,60,100.262794416288,1.5,0.23639718619228
"51",4,164.198258527093,32.3646866279702,160.977001968615,1.5,0.23639718619228
"52",5,157.332066091228,-65.9847626095481,142.826433561495,1.5,0.23639718619228
"53",6,176.502929977488,-22.5287615398655,175.059244811915,1.5,0.23639718619228
"54",7,319.382440897341,-111.437876289804,299.310446328827,1.5,0.23639718619228
"55",8,326.453556499121,12.4615845456083,326.215624183663,1.5,0.23639718619228
"56",9,269.823402723724,96.4211940235559,252.007186406421,1.5,0.23639718619228
"57",3,116.844460477007,60,100.262794416288,2,0.22044770839565
"58",4,164.198258527093,32.3646866279702,160.977001968615,2,0.22044770839565
"59",5,161.884660657363,-65.9847626095481,147.826433561495,2,0.22044770839565
"60",6,175.221064499797,-7.52876153986551,175.059244811915,2,0.22044770839565
"61",7,319.382440897341,-111.437876289804,299.310446328827,2,0.22044770839565
"62",8,326.453556499121,12.4615845456083,326.215624183663,2,0.22044770839565
"63",9,269.823402723724,96.4211940235559,252.007186406421,2,0.22044770839565
