"","game_str","play_id","player_position","init_pos_x","init_pos_y","init_angle","init_depth","speed_next","launch_angle_next","spray_angle_next","speed","launch_angle","spray_angle","first_fielder","fielding_timestamp","fielding_time","fielding_angle_diff","fielded","fielding_time_pred"
"1","1900_01_TeamKJ_TeamB",27,4,32.3934,148.5471,12.3018021108194,152.038065240156,28.8707667363052,-1.0053472597736,12.7615147934846,22.1042367953699,-3.45199205829482,17.5290394057415,4,884062,5000,5.22723729492209,1,3427.18580970761
"2","1900_01_TeamKJ_TeamB",42,6,-33.7851,147.8289,-12.8733945434849,151.640418943038,180.057087420872,-2.84502219530203,-6.22109847722493,160,-10.8298608559685,-8.10515878957729,6,1363362,2013,4.76823575390761,1,1884.73979280111
"3","1900_01_TeamKJ_TeamB",50,6,-43.4724,141.6798,-17.0578753149603,148.199241866482,72.5378770180172,21.0873481623462,-9.09592176666955,72.5378770180172,-9.57750725070771,-8.33909717126303,6,1713052,2113,8.71877814369731,1,2603.35072513816
"4","1900_01_TeamKJ_TeamB",55,4,45.7944,142.4676,17.8193419441326,149.646731073953,197.535793258813,-3.94632153320042,11.7752857623667,160,-14.0041594238665,14.7612092965334,4,1824378,2178,3.05813264759912,1,1876.64447158279
"5","1900_01_TeamKJ_TeamB",57,4,49.5495,140.5527,19.4192486066317,149.030917690055,177.232505489118,-2.88058432743587,17.5812676487793,160,-2.8805834362445,17.1979734544061,4,1876724,1452,2.22127515222568,1,1638.89203014358
"6","1900_01_TeamKJ_TeamB",65,6,-32.0631,130.9752,-13.7556430526465,134.842669050453,98.4732611214884,5.46510095659532,-8.124901765662,98.4732611214884,-7.50002786062515,-8.64689575948707,6,2191329,1783,5.10874729315939,1,2069.05057234209
"7","1900_01_TeamKJ_TeamB",66,5,-46.1247,64.7502,-35.4641096637371,79.4989078549511,122.024823725061,-2.88634900107067,-3.97683415224887,122.025277367993,-2.88633828888275,-6.85025864995201,5,2320808,2212,28.6138510137851,1,1663.21247484159
"8","1900_01_TeamKJ_TeamB",80,6,-31.4136,146.787,-12.0795457999793,150.110751227086,75.0173267974453,16.2423761603803,-15.5235208131147,75.0173267974453,-7.69340138573294,-14.3986710924237,6,2822221,1980,2.31912529244446,1,2410.32816020805
"9","1900_01_TeamKJ_TeamB",86,5,-70.1946,92.7123,-37.1301954967562,116.287800049919,174.237909074569,-8.02269007895703,-29.9099927041848,160,-8.02274623482319,-30.3955368678495,5,2940809,1452,6.73465862890677,1,1424.56867511486
"10","1900_01_TeamKJ_TeamB",97,5,-72.8427,94.8078,-37.5357823536844,119.559934276203,84.5645170347606,12.9614088453744,-30.54944652411,84.5645170347606,-6.35153336906716,-28.512687009717,5,3265183,1551,9.02309534396738,1,2066.44719904369
"11","1900_01_TeamKJ_TeamB",124,4,47.0631,141.8844,18.3506989935093,149.486181117085,94.5055839930081,9.33001775635562,4.49793499049653,97.0622916030714,9.7593887881364,-2.59376600241416,4,4133317,2014,20.9444649959235,1,2334.69796412652
"12","1900_01_TeamKJ_TeamB",183,5,-68.6031,90.0465,-37.30243566421,113.202285718355,142.886511939423,0.0601481809107108,-26.9294000114166,142.886511939423,5.47557153425065,-22.1743141298196,5,6091906,1023,15.1281215343904,1,1456.90953296767
"13","1900_01_TeamKJ_TeamB",212,6,-36.7503,143.5197,-14.3628046883728,148.15022388839,142.354789392618,3.41196773235747,-8.46261329550262,144.645092528329,3.81037974086638,-8.58038081554866,6,6976542,1320,5.78242387282419,1,1696.30045752384
"14","1900_01_TeamKJ_TeamB",214,5,-58.221,78.4896,-36.566806644402,97.7256473458222,125.313992256938,9.62074369789246,-23.5708414480808,125.313992256938,-11.0900262659159,-26.3451790584377,5,7116913,1188,10.2216275859643,1,1575.30284086029
"15","1900_01_TeamKJ_TeamB",239,6,-47.5686,139.2822,-18.8564096878924,147.18119085943,121.856159427098,1.64573185228369,-13.2542084079028,124.115784852848,2.13862715807642,-9.15295350119976,6,7890487,1816,9.70345618669263,1,1960.22443928714
"16","1900_01_TeamKJ_TeamB",251,5,-78.8274,91.782,-40.657787121764,120.986340199049,83.7527854131599,19.1576767774759,-24.1532226958735,83.7527854131599,8.6252440591177,-20.2189156095551,5,8414740,1617,20.4388715122089,1,2091.50363855441
"17","1900_01_TeamKJ_TeamB",252,4,41.1171,143.1645,16.0241600940669,148.951972033471,139.493605430293,7.61993372542614,13.63808375601,141.255232262603,8.00783176313949,12.3424940523156,4,8546397,1188,3.68166604175134,1,1600.00515705643
"18","1900_01_TeamKJ_TeamB",269,4,30.1014,134.0025,12.6603742761004,137.34177910676,24.9838424917564,27.9847861616486,7.25464263225146,24.9838424917564,-12.9051956228535,4.92154724118679,4,9262542,4059,7.73882703491364,1,3348.74966286839
"19","1900_02_TeamKJ_TeamB",64,6,-43.5651,140.8104,-17.1914592438234,147.395680690345,128.546095259719,8.21661089497825,-10.6831515757177,130.044239313092,8.55023329155395,-9.04442363171351,6,2055834,1320,8.14703561210989,1,1760.42560187785
"20","1900_02_TeamKJ_TeamB",71,5,-47.1477,62.3487,-37.0963453106904,78.1681905059852,21.6622596176808,37.0636665744221,-14.003443902697,21.6622596176808,-7.46285597623388,-11.5458716920005,5,2311822,2047,25.5504736186899,1,3072.88044348965
"21","1900_02_TeamKJ_TeamB",90,3,65.8149,96.0852,34.4097382679248,116.464444020697,111.302138808317,8.21477487847889,19.2623897927991,112.541082607146,8.63290931525544,17.201147826907,3,3076352,1221,17.2085904410178,1,1714.43258767864
"22","1900_02_TeamKJ_TeamB",101,6,-43.6461,141.7647,-17.1123988407536,148.331426917225,42.1015494138825,25.5681444439445,-14.8708793354407,138.444893813894,-3.24616807639098,-14.8955208899255,6,3408747,2641,2.21687795082806,1,1787.66472672137
"23","1900_02_TeamKJ_TeamB",121,6,-42.027,140.0277,-16.7062600069234,146.19858240178,108.573595835624,4.55843976816976,0.61597739884976,145.044121542605,6.84092402030343,2.68666401208303,6,4178723,4324,19.3929240190064,1,1946.34902314744
"24","1900_02_TeamKJ_TeamB",141,3,65.7483,88.2498,36.6870287948949,110.049380520428,67.631789538636,18.0151914326037,18.9315135440404,67.631789538636,-9.74434943072703,16.7651830622588,3,4929358,1815,19.9218457326362,1,2441.38836538038
"25","1900_02_TeamKJ_TeamB",143,6,-46.2198,142.044,-18.0244074074841,149.374589030531,152.907579586521,-1.94283428204884,-13.6034024999904,152.907480534164,-1.94283553963828,-12.3097781970512,6,5008537,1287,5.71462921043292,1,1760.72233698491
"26","1900_02_TeamKJ_TeamB",179,6,-36.9741,133.4631,-15.4846538130652,138.490010948155,61.2441669125469,27.8539943295498,-0.366131316095352,157.860971091445,2.79171857070732,3.56003354774846,6,6258936,2376,19.0446873608136,1,1825.155612606
"27","1900_02_TeamKJ_TeamB",211,4,31.0401,132.8607,13.15008191211,136.438460166113,80.3016569200112,10.9991455947151,10.0794507187908,80.3016569200112,-3.90778864301288,8.72046883071502,4,7505407,1683,4.42961308139503,1,2164.16825894342
"28","1900_02_TeamKJ_TeamB",263,5,-67.5906,83.8452,-38.8735234508273,107.696363779842,71.1111476670195,17.144815142116,-15.1857861888342,71.1111476670195,0.602325092742156,-12.0405825024588,5,9530700,1617,26.8329409483685,1,2350.11476101325
"29","1900_02_TeamKJ_TeamB",272,5,-74.0838,94.7568,-38.0193970168429,120.279925875767,6.17919491198737,-0.177017403281635,47.1626066372541,6.17931398543386,-0.176171073786303,50,5,9928213,5000,88.0193970168429,1,7576.34157064945
"30","1900_02_TeamKJ_TeamB",276,4,37.107,147.5859,14.1131399550109,152.179260504873,149.003280509785,0.579916776295095,6.98718399688842,150.714491094863,0.96793618694416,6.57669000319802,4,10540194,1353,7.53644995181288,1,1802.26254049759
"31","1900_02_TeamKJ_TeamB",282,6,-28.3683,129.9627,-12.3134031004377,133.022794423287,141.18424263449,-5.84685748723617,-4.8861522907001,141.182686278728,-5.84703102623448,-1.27408757820387,6,11037350,1419,11.0393155222339,1,1836.85105522226
"32","1900_03_TeamKJ_TeamB",5,6,-27.7461,145.8324,-10.7723547202496,148.448425235736,75.9080952106917,8.55637543307908,0.0999784036822613,76.7130229772075,9.0747236227528,1.03458136609927,6,75099,2640,11.8069360863489,1,2290.53330831578
"33","1900_03_TeamKJ_TeamB",8,5,-57.6567,81.681,-35.21736989426,99.9804021590732,72.8100594569394,-1.03139919758206,-2.72316097094393,99.2371406272257,-29.2095820897644,-2.7422747533672,5,181277,2937,32.4750951408928,1,2695.2560956885
"34","1900_03_TeamKJ_TeamB",22,5,-67.6902,95.2419,-35.4021203013472,116.845978500118,101.239765486208,7.53650293199119,-22.2016612785388,102.406489675877,8.30944229420064,-19.6720534275512,5,806856,1353,15.730066873796,1,1769.04256126858
"35","1900_03_TeamKJ_TeamB",40,5,-55.3899,94.1325,-30.4736120446419,109.219817699262,139.31330093034,3.30483325224256,-24.9699100654458,139.31330093034,5.51118759975683,-20.1949431391606,5,1404876,892,10.2786689054813,1,1310.9489560945
"36","1900_03_TeamKJ_TeamB",74,6,-26.2812,139.3383,-10.6813208043367,141.795145616238,68.3101089539281,0,4.8220716404709,68.3110041922388,0,12.5807486482918,6,3125069,1882,23.2620694526286,1,2742.3736815731
